PFAM	GCount	GProp	Icount	Iprop	Enrichment
DUF772	4419	0.00034807	85	2.155237537	9.39168E-11
TraI_2	150	1.18E-05	14	10.45771965	1.07579E-10
Lambda_Bor	353	2.78E-05	20	6.34827174	1.11216E-10
NERD	1423	0.000112085	41	3.228339315	1.24951E-10
5_3_exonuc_N	59	4.65E-06	10	18.99101631	1.29784E-10
DUF1492	126	9.92E-06	13	11.56040437	1.41229E-10
DUF3380	284	2.24E-05	18	7.101570183	1.54591E-10
DUF1286	44	3.47E-06	9	22.91870377	1.8604E-10
XkdN	129	1.02E-05	13	11.29155776	1.89578E-10
RPA_C	11	8.66E-07	6	61.11654339	2.23212E-10
Glyco_hydro_25	2280	0.000179588	54	2.653744647	2.25952E-10
DUF2384	1334	0.000105075	39	3.275736771	2.28028E-10
Phage_terminase	132	1.04E-05	13	11.03493145	2.52512E-10
Phage_fiber_2	591	4.66E-05	25	4.739720652	2.72961E-10
Phage_Gp19	65	5.12E-06	10	17.23799942	3.50425E-10
Gam	420	3.31E-05	21	5.602349811	3.69585E-10
SpoVT_AbrB	4185	0.000329639	80	2.141878064	4.10284E-10
IpgD	168	1.32E-05	14	9.337249684	4.79346E-10
DUF3150	89	7.01E-06	11	13.84850515	5.19109E-10
Cro	170	1.34E-05	14	9.227399688	5.59426E-10
CusF_Ec	1752	0.000137999	45	2.877919423	5.79538E-10
DUF1837	174	1.37E-05	14	9.015275557	7.57211E-10
DUF2283	354	2.79E-05	19	6.013821831	7.74613E-10
RES	1708	0.000134534	44	2.886456577	8.10048E-10
DUF2800	828	6.52E-05	29	3.924351317	8.25316E-10
DUF3102	244	1.92E-05	16	7.347344014	9.57018E-10
ChlamPMP_M	23	1.81E-06	7	34.10125972	9.57795E-10
DUF2188	282	2.22E-05	17	6.754606155	1.04131E-09
DUF1737	1411	0.00011114	39	3.096975799	1.05235E-09
Histone_HNS	3173	0.000249927	65	2.295321385	1.19782E-09
Ral	150	1.18E-05	13	9.710739672	1.22092E-09
EspF	216	1.70E-05	15	7.781041404	1.44685E-09
Toprim_N	368	2.90E-05	19	5.785035131	1.45511E-09
DUF1998	291	2.29E-05	17	6.54570081	1.66429E-09
DUF2893	296	2.33E-05	17	6.435131539	2.14341E-09
DUF1474	15	1.18E-06	6	44.81879849	2.33296E-09
ThiF	3752	0.000295533	72	2.150155578	2.37084E-09
SecIII_SopE_N	160	1.26E-05	13	9.103818442	2.67334E-09
Phage_fiber_C	1103	8.69E-05	33	3.352267339	2.87884E-09
DUF2326	195	1.54E-05	14	8.044399728	3.28085E-09
DUF1327	774	6.10E-05	27	3.908616147	3.28762E-09
GSPII_E	13028	0.001026173	182	1.565286561	3.32571E-09
Phage_Treg	27	2.13E-06	7	29.04922124	3.34721E-09
DUF3268	106	8.35E-06	11	11.62751848	3.39301E-09
DUF1391	723	5.69E-05	26	4.029352561	3.43258E-09
Phage_holin_2	196	1.54E-05	14	8.003356872	3.5017E-09
DnaB_C	2418	0.000190458	53	2.45595153	4.12126E-09
DUF3854	110	8.66E-06	11	11.20469962	5.02037E-09
Phage_Mu_Gam	238	1.87E-05	15	7.061785476	5.33355E-09
tRNA_anti-like	203	1.60E-05	14	7.727379049	5.46601E-09
DUF3801	86	6.77E-06	10	13.02872049	5.74204E-09
DUF2813	1833	0.000144379	44	2.68961693	6.1421E-09
Phage_GP20	89	7.01E-06	10	12.58955014	8.02725E-09
DUF1643	410	3.23E-05	19	5.192421776	8.17589E-09
LPAM_1	652	5.14E-05	24	4.124429308	8.54848E-09
Y2_Tnp	1107	8.72E-05	32	3.23893756	1.06903E-08
DUF1896	93	7.33E-06	10	12.04806411	1.2305E-08
Neisseria_TspB	120	9.45E-06	11	10.27097465	1.24957E-08
Exonuc_VIII	378	2.98E-05	18	5.335571248	1.31444E-08
DUF2078	1130	8.90E-05	32	3.173012282	1.69544E-08
DicB	678	5.34E-05	24	3.966265353	1.75982E-08
LZ_Tnp_IS66	435	3.43E-05	19	4.894006731	2.06224E-08
DUF2075	2333	0.000183763	50	2.401350112	2.10278E-08
DUF3732	193	1.52E-05	13	7.547206999	2.48481E-08
TpcC	161	1.27E-05	12	8.35132891	2.79274E-08
DUF1056	36	2.84E-06	7	21.78691593	2.90257E-08
Mu-like_gpT	406	3.20E-05	18	4.967600817	3.80936E-08
RHH_2	1297	0.000102161	34	2.937238143	3.82318E-08
HIRAN	277	2.18E-05	15	6.067526871	3.90637E-08
Peptidase_M15_3	408	3.21E-05	18	4.943249833	4.09549E-08
TrbI_Ftype	38	2.99E-06	7	20.64023614	4.31021E-08
DUF1133	413	3.25E-05	18	4.883404193	4.8988E-08
SpdB	59	4.65E-06	8	15.19281305	5.64937E-08
CRISPR_Cas2	1450	0.000114212	36	2.781856458	5.80525E-08
Inhibitor_G39P	25	1.97E-06	6	26.89127909	7.54726E-08
StbA	292	2.30E-05	15	5.755838847	7.68564E-08
DUF1382	428	3.37E-05	18	4.71225685	8.24865E-08
N36	86	6.77E-06	9	11.72584844	8.2816E-08
GntR	16395	0.001291381	211	1.442019896	8.39205E-08
DUF3768	117	9.22E-06	10	9.576666343	1.0955E-07
DUF1033	150	1.18E-05	11	8.216779722	1.22465E-07
DUF3853	45	3.54E-06	7	17.42953274	1.45559E-07
Mu-like_Com	352	2.77E-05	16	5.093045282	1.49592E-07
Phage_Gp15	68	5.36E-06	8	13.18199955	1.73727E-07
DUF1233	659	5.19E-05	22	3.7405674	1.75159E-07
DUF2762	94	7.40E-06	9	10.72790389	1.78302E-07
DUF1706	453	3.57E-05	18	4.452198525	1.86914E-07
DUF3347	235	1.85E-05	13	6.198344471	2.3773E-07
DUF1031	30	2.36E-06	6	22.40939924	2.41951E-07
Exc	729	5.74E-05	23	3.535090416	2.46895E-07
ROS_MUCR	2843	0.000223934	54	2.128222932	2.4709E-07
RelB	1411	0.00011114	34	2.69992762	2.50066E-07
DUF3560	72	5.67E-06	8	12.44966625	2.71387E-07
HicB	1354	0.00010665	33	2.730835211	2.88289E-07
ORF11CD3	571	4.50E-05	20	3.924588309	2.92922E-07
DUF1125	31	2.44E-06	6	21.6865154	2.97341E-07
HTH_Tnp_IS66	471	3.71E-05	18	4.282050811	3.25034E-07
Cu-oxidase	3970	0.000312704	68	1.919192882	3.30733E-07
ArsD	375	2.95E-05	16	4.780671838	3.42402E-07
RelA_SpoT	1647	0.000129729	37	2.517145634	4.02643E-07
DUF2740	33	2.60E-06	6	20.37218113	4.39335E-07
YjcQ	33	2.60E-06	6	20.37218113	4.39335E-07
DUF3846	136	1.07E-05	10	8.238749722	4.40308E-07
Rep_3	171	1.35E-05	11	7.207701511	4.49435E-07
Activator-TraM	53	4.17E-06	7	14.79865988	4.60211E-07
DUF2791	384	3.02E-05	16	4.668624842	4.65209E-07
DUF3706	338	2.66E-05	15	4.972499832	4.80334E-07
Phage_TAC	435	3.43E-05	17	4.378848128	4.99083E-07
GPI	140	1.10E-05	10	8.003356872	5.73298E-07
RHH_3	141	1.11E-05	10	7.946595476	6.11554E-07
ArsA_ATPase	14750	0.00116181	188	1.428124426	6.21861E-07
Hyaluronidase_1	36	2.84E-06	6	18.67449937	7.52122E-07
Cation_efflux	9925	0.00078176	135	1.524064936	8.74676E-07
Phage_HK97_TLTM	454	3.58E-05	17	4.195592369	8.82401E-07
TerB	2291	0.000180455	45	2.200835805	9.24161E-07
DUF1627	792	6.24E-05	23	3.253890042	9.71494E-07
TrfA	61	4.80E-06	7	12.85785202	1.21239E-06
DUF1479	519	4.09E-05	18	3.88602299	1.25046E-06
DUF1914	22	1.73E-06	5	25.46522641	1.28024E-06
TrwB_AAD_bind	22	1.73E-06	5	25.46522641	1.28024E-06
DUF2983	417	3.28E-05	16	4.299165322	1.32765E-06
DUF2829	232	1.83E-05	12	5.795534287	1.35007E-06
DUF3476	62	4.88E-06	7	12.65046731	1.3545E-06
DUF2163	581	4.58E-05	19	3.664187484	1.50668E-06
Minor_capsid_2	41	3.23E-06	6	16.3971214	1.66013E-06
DUF536	123	9.69E-06	9	8.198560699	1.70093E-06
NTP_transf_2	4690	0.000369416	74	1.767905697	1.84667E-06
RNA_pol	65	5.12E-06	7	12.06659959	1.86656E-06
DUF3850	43	3.39E-06	6	15.63446459	2.21091E-06
DNA_pol3_beta_2	164	1.29E-05	10	6.832133915	2.36282E-06
DUF2081	388	3.06E-05	15	4.331713771	2.53212E-06
TraT	206	1.62E-05	11	5.983092031	2.69558E-06
DUF433	1302	0.000102554	30	2.581728023	2.71301E-06
DUF3440	850	6.70E-05	23	3.031859898	3.00091E-06
Pox_D5	70	5.51E-06	7	11.20469962	3.07317E-06
Phage_T7_tail	26	2.05E-06	5	21.54749927	3.0853E-06
DUF2779	133	1.05E-05	9	7.582127563	3.21571E-06
NotI	46	3.62E-06	6	14.61482559	3.30678E-06
TrbH	46	3.62E-06	6	14.61482559	3.30678E-06
DUF1832	101	7.96E-06	8	8.875009601	3.53335E-06
DUF658	27	2.13E-06	5	20.74944374	3.75271E-06
DUF1778	1831	0.000144222	37	2.264193807	4.05859E-06
DUF2669	48	3.78E-06	6	14.00587453	4.25525E-06
DUF3491	104	8.19E-06	8	8.618999709	4.38384E-06
TniQ	140	1.10E-05	9	7.203021185	4.86011E-06
DUF3320	362	2.85E-05	14	4.333309246	5.29969E-06
Ribonuclease_3	362	2.85E-05	14	4.333309246	5.29969E-06
DUF3104	50	3.94E-06	6	13.44563955	5.41232E-06
Lipoprotein_Ltp	144	1.13E-05	9	7.002937263	6.08716E-06
DNA_ligase_A_M	828	6.52E-05	22	2.977094102	6.28663E-06
DUF1173	78	6.14E-06	7	10.05549966	6.30406E-06
TRF2	651	5.13E-05	19	3.27018883	7.21499E-06
CoiA	479	3.77E-05	16	3.74269716	7.26894E-06
Sigma70_r4	2034	0.000160212	39	2.148393733	7.28055E-06
SDH_sah	80	6.30E-06	7	9.804112169	7.44553E-06
DUF1408	15	1.18E-06	4	29.87919899	7.84663E-06
DUF285	233	1.84E-05	11	5.289772353	8.46832E-06
DUF1937	54	4.25E-06	6	12.44966625	8.48681E-06
DUF2268	279	2.20E-05	12	4.819225644	8.51614E-06
POTRA_2	1826	0.000143828	36	2.209031689	8.79817E-06
DUF859	32	2.52E-06	5	17.50734316	8.95058E-06
Minor_capsid_3	32	2.52E-06	5	17.50734316	8.95058E-06
DUF1482	1251	9.85E-05	28	2.507846438	9.15237E-06
NC	194	1.53E-05	10	5.775618362	1.01235E-05
DUF1629	156	1.23E-05	9	6.464249782	1.14614E-05
MerE	119	9.37E-06	8	7.532571174	1.16682E-05
OrfB_IS605	2792	0.000219917	48	1.92630939	1.19652E-05
DUF1655	34	2.68E-06	5	16.47749944	1.21479E-05
DUF3696	244	1.92E-05	11	5.05129901	1.28857E-05
SSV1_ORF_D-335	159	1.25E-05	9	6.342282805	1.33037E-05
ICMT	2017	0.000158873	38	2.110949854	1.33363E-05
Minor_capsid_1	35	2.76E-06	5	16.00671374	1.40461E-05
NusG	2576	0.000202903	45	1.957342713	1.47507E-05
DUF1887	89	7.01E-06	7	8.812685095	1.48975E-05
Whib	3152	0.000248273	52	1.848491054	1.57314E-05
Maff2	90	7.09E-06	7	8.714766372	1.60098E-05
Kelch_1	1153	9.08E-05	26	2.526645188	1.60663E-05
HOK_GEF	3172	0.000249848	52	1.836836004	1.83199E-05
Cas_GSU0054	92	7.25E-06	7	8.525314929	1.84387E-05
Dynamin_N	3940	0.000310341	61	1.734737759	1.99485E-05
NUMOD1	19	1.50E-06	4	23.58884131	2.14962E-05
DUF3739	173	1.36E-05	9	5.829034485	2.55594E-05
DUF1140	20	1.58E-06	4	22.40939924	2.66304E-05
Phage_integ_N	174	1.37E-05	9	5.795534287	2.6713E-05
PyocinActivator	317	2.50E-05	12	4.241526671	2.88675E-05
DUF2460	543	4.28E-05	16	3.301568949	3.13933E-05
AlphaC_N	21	1.65E-06	4	21.34228499	3.26028E-05
DUF1250	323	2.54E-05	12	4.162736701	3.43947E-05
Herpes_ori_bp	42	3.31E-06	5	13.33892812	3.45678E-05
NT5C	377	2.97E-05	13	3.863689525	3.52969E-05
TerD	1734	0.000136582	33	2.132382281	3.65967E-05
EcoEI_R_C	70	5.51E-06	6	9.604028247	3.73278E-05
DUF1071	22	1.73E-06	4	20.37218113	3.94922E-05
Phage_endo_I	22	1.73E-06	4	20.37218113	3.94922E-05
DUF3330	142	1.12E-05	8	6.312506829	4.0608E-05
DUF1044	1296	0.000102082	27	2.334312421	4.07359E-05
DUF1246	106	8.35E-06	7	7.399329939	4.52429E-05
Glucosaminidase	3220	0.000253629	51	1.774657393	4.77164E-05
DUF2321	45	3.54E-06	5	12.44966625	4.833E-05
Bac_DnaA_C	336	2.65E-05	12	4.001678436	4.95493E-05
Lon_C	3058	0.000240869	49	1.795390064	4.98597E-05
DUF1311	2982	0.000234883	48	1.80357338	5.27292E-05
DUF1205	1033	8.14E-05	23	2.49475403	5.44253E-05
DUF3873	75	5.91E-06	6	8.963759697	5.48129E-05
DUF3701	76	5.99E-06	6	8.845815491	5.898E-05
DUF1016	1414	0.000111376	28	2.2187524	6.78762E-05
DUF3164	350	2.76E-05	12	3.841611299	7.19068E-05
DUF436	247	1.95E-05	10	4.536315636	7.41673E-05
Zeta_toxin	1128	8.88E-05	24	2.383978643	7.43793E-05
CsrA	2124	0.000167301	37	1.951854454	7.50097E-05
Secretin_N_2	26	2.05E-06	4	17.23799942	7.78692E-05
RdRP	2	1.58E-07	2	112.0469962	7.96518E-05
PPTA	50	3.94E-06	5	11.20469962	8.01396E-05
Pentapeptide	5073	0.000399584	71	1.568172035	8.85218E-05
Copine	27	2.13E-06	4	16.59955499	9.05958E-05
Nuc_deoxyrib_tr	865	6.81E-05	20	2.590681993	9.54762E-05
RepL	120	9.45E-06	7	6.536074779	9.74127E-05
DUF1398	668	5.26E-05	17	2.851495413	0.000101476
TraC_F_IV	28	2.21E-06	4	16.00671374	0.000104752
DUF302	1456	0.000114684	28	2.154749927	0.000106548
Endonuclease_NS	1307	0.000102948	26	2.228937951	0.000108803
KdgM	1167	9.19E-05	24	2.304308405	0.000119539
PRiA4_ORF3	952	7.50E-05	21	2.471624916	0.00012137
PAPS_reduct	6609	0.00052057	87	1.474971807	0.000122782
Excalibur	746	5.88E-05	18	2.703546826	0.000122847
DUF2016	55	4.33E-06	5	10.18609056	0.000125812
Endonuclease_7	168	1.32E-05	8	5.335571248	0.000127426
DUF2442	618	4.87E-05	16	2.900893106	0.000130539
DUF2931	267	2.10E-05	10	4.196516712	0.000136953
Piwi	89	7.01E-06	6	7.553730082	0.000139528
DUF2875	128	1.01E-05	7	6.127570105	0.000144077
DUF2540	12	9.45E-07	3	28.01174905	0.000144268
TraA	12	9.45E-07	3	28.01174905	0.000144268
DsbD	4100	0.000322944	59	1.612383604	0.000151847
Toxin_YhaV	440	3.47E-05	13	3.310479434	0.00015419
PBP	3408	0.000268437	51	1.676759626	0.000163403
PDDEXK_1	5947	0.000468426	79	1.488433277	0.000174442
DUF3782	32	2.52E-06	4	14.00587453	0.000177494
DUF1828	225	1.77E-05	9	4.481879849	0.00017941
Peptidase_A24	2990	0.000235513	46	1.723799942	0.000179466
OEP	21428	0.001687814	236	1.234043826	0.000189351
DUF3606	580	4.57E-05	15	2.897767143	0.000206396
RHS_repeat	2670	0.000210307	42	1.762537019	0.000207867
PhdYeFM	5995	0.000472207	79	1.47651588	0.000214999
HTH_11	10492	0.000826421	126	1.345589165	0.000219025
DUF2577	62	4.88E-06	5	9.036048082	0.000219795
RE_XamI	34	2.68E-06	4	13.18199955	0.000224839
DUF29	858	6.76E-05	19	2.481227189	0.000228348
DUF739	14	1.10E-06	3	24.01007062	0.000234457
DUF3879	3	2.36E-07	2	74.69799748	0.000236823
HTH_20	21131	0.001664421	232	1.230178559	0.000238528
GBS_Bsp-like	99	7.80E-06	6	6.790727043	0.000245978
Stap_Strp_tox_C	64	5.04E-06	5	8.753671579	0.000254373
VanY	1468	0.00011563	27	2.060809876	0.000260393
DUF3702	596	4.69E-05	15	2.819974737	0.000270291
Amidoligase_2	349	2.75E-05	11	3.531567216	0.000276257
Nucleolin_N	664	5.23E-05	16	2.69992762	0.000276357
Cas_NE0113	102	8.03E-06	6	6.590999777	0.00028775
DUF720	15	1.18E-06	3	22.40939924	0.000290456
RinB	15	1.18E-06	3	22.40939924	0.000290456
Viral_Rep	15	1.18E-06	3	22.40939924	0.000290456
CHMI	738	5.81E-05	17	2.581028368	0.000300697
PIN	9328	0.000734736	113	1.357344615	0.000302223
DUF3791	103	8.11E-06	6	6.527009488	0.000302822
fn3	1968	0.000155013	33	1.878836827	0.000303835
Mu-transpos_C	810	6.38E-05	18	2.489933249	0.000309592
Pectate_lyase_3	1104	8.70E-05	22	2.232820577	0.000318695
DUF2793	478	3.77E-05	13	3.047303244	0.000326611
Cas_Cmr3	147	1.16E-05	7	5.335571248	0.000327255
DUF1883	300	2.36E-05	10	3.734899874	0.000332991
Stap_Strp_toxin	105	8.27E-06	6	6.402685498	0.000334782
Transport_MerF	38	2.99E-06	4	11.79442065	0.000345263
DUF1372	16	1.26E-06	3	21.00881179	0.000354293
Toprim	1347	0.000106099	25	2.079565631	0.000366324
dUTPase	4734	0.000372882	64	1.514788288	0.000380903
DUF853	39	3.07E-06	4	11.49199961	0.000381288
DUF2703	108	8.51E-06	6	6.224833123	0.000387503
DUF45	3759	0.000296084	53	1.579806012	0.00043668
RepC	155	1.22E-05	7	5.060186926	0.000444773
Lyase_8_C	4	3.15E-07	2	56.02349811	0.000469419
DUF3396	435	3.43E-05	12	3.09095162	0.000473409
DUF3849	18	1.42E-06	3	18.67449937	0.000507082
Phage-A118_gp45	18	1.42E-06	3	18.67449937	0.000507082
DUF3154	208	1.64E-05	8	4.309499854	0.000508005
LMWPc	6983	0.000550028	87	1.395974319	0.000532683
Cas_Cas02710	160	1.26E-05	7	4.902056084	0.000533435
DUF1557	641	5.05E-05	15	2.622004592	0.00054485
Sec61_beta	116	9.14E-06	6	5.795534287	0.000559288
MukE	713	5.62E-05	16	2.514378597	0.000563547
DUF2085	77	6.07E-06	5	7.275778975	0.00058666
MukB	716	5.64E-05	16	2.503843491	0.000587134
CcdA	717	5.65E-05	16	2.50035138	0.000595176
KicB	717	5.65E-05	16	2.50035138	0.000595176
DUF326	386	3.04E-05	11	3.193049115	0.000610009
GlutR_N	164	1.29E-05	7	4.782493741	0.000613768
DUF2186	216	1.70E-05	8	4.149888749	0.000642781
XkdW	45	3.54E-06	4	9.959732997	0.000654521
DNA_pol_B_exo2	166	1.31E-05	7	4.724873334	0.000657288
MoCo_carrier	120	9.45E-06	6	5.602349811	0.000664255
CcdB	587	4.62E-05	14	2.672330404	0.000676132
AT_hook	1100	8.66E-05	21	2.139079019	0.000690055
DUF961	80	6.30E-06	5	7.002937263	0.000694868
DUF1874	20	1.58E-06	3	16.80704943	0.000695836
Rep_Org_C	20	1.58E-06	3	16.80704943	0.000695836
Yqai	20	1.58E-06	3	16.80704943	0.000695836
Plasmid_stab_B	168	1.32E-05	7	4.668624842	0.000703152
DUF3780	46	3.62E-06	4	9.743217062	0.000710459
DUF3563	220	1.73E-05	8	4.074436226	0.000719929
UPF0547	122	9.61E-06	6	5.510508011	0.000722001
Nop	123	9.69E-06	6	5.465707132	0.000752252
Ribosomal_S28e	123	9.69E-06	6	5.465707132	0.000752252
NanE	956	7.53E-05	19	2.226875448	0.000755995
DEK_C	5	3.94E-07	2	44.81879849	0.000775382
HTH_OrfB_IS605	3513	0.000276708	49	1.562853064	0.000794696
DUF258	4907	0.000386509	64	1.461383281	0.00081579
DUF156	3885	0.000306009	53	1.52856906	0.000819933
RepB-RCR_reg	84	6.62E-06	5	6.66946406	0.000860914
DUF2758	49	3.86E-06	4	9.146693568	0.000897968
Cas_GSU0053	85	6.70E-06	5	6.590999777	0.000906557
Ribosomal_L24e	128	1.01E-05	6	5.252202948	0.000918032
SMP	22	1.73E-06	3	15.27913585	0.000923285
SBF	4565	0.00035957	60	1.472687793	0.000939182
Lactococcin_972	87	6.85E-06	5	6.439482541	0.001003062
RAMPs	983	7.74E-05	19	2.165709998	0.001012476
DUF1132	51	4.02E-06	4	8.787999703	0.0010403
Phage_holin_5	23	1.81E-06	3	14.61482559	0.001052302
DUF1902	133	1.05E-05	6	5.054751709	0.001109713
CagA	6	4.73E-07	2	37.34899874	0.001152693
Lac_bphage_repr	6	4.73E-07	2	37.34899874	0.001152693
MipZ	6	4.73E-07	2	37.34899874	0.001152693
DUF1419	24	1.89E-06	3	14.00587453	0.001191898
MatP	701	5.52E-05	15	2.397581945	0.001235291
DUF1349	559	4.40E-05	13	2.605744098	0.00123856
HEPN	1160	9.14E-05	21	2.028437	0.001241694
Intron_maturas2	187	1.47E-05	7	4.194272586	0.001271918
CHAT	1911	0.000150523	30	1.758979532	0.001285362
NA37	1326	0.000104445	23	1.943499934	0.001297671
Chlam_PMP	25	1.97E-06	3	13.44563955	0.001342342
DUF3199	25	1.97E-06	3	13.44563955	0.001342342
Peptidase_C1_2	365	2.87E-05	10	3.069780718	0.001358072
DUF1379	709	5.58E-05	15	2.370528834	0.001365501
DUF3620	246	1.94E-05	8	3.643804755	0.001412982
RdgC	1586	0.000124924	26	1.836836004	0.001427093
DUF1515	56	4.41E-06	4	8.003356872	0.001461959
DDE_Tnp_IS1595	2997	0.000236064	42	1.570228175	0.001471071
YbhQ	503	3.96E-05	12	2.673089373	0.00150143
Peptidase_M13_N	26	2.05E-06	3	12.92849956	0.001503887
DUF1651	142	1.12E-05	6	4.734380122	0.001527501
DUF2220	505	3.98E-05	12	2.66250288	0.001547493
7TMR-HDED	7	5.51E-07	2	32.01342749	0.001599368
DUF334	7	5.51E-07	2	32.01342749	0.001599368
Phage_Gp23	7	5.51E-07	2	32.01342749	0.001599368
Cas_Cas6	374	2.95E-05	10	2.99590899	0.001603181
Peptidase_C69	874	6.88E-05	17	2.179403817	0.001621946
Glyco_hydro_65m	253	1.99E-05	8	3.542988023	0.001666339
DUF1433	98	7.72E-06	5	5.71668348	0.00167043
Cas_VVA1548	27	2.13E-06	3	12.44966625	0.001676774
Ecl1	27	2.13E-06	3	12.44966625	0.001676774
Elf1	27	2.13E-06	3	12.44966625	0.001676774
OmpA_membrane	1780	0.000140205	28	1.762537019	0.001699166
HTH_5	2485	0.000195735	36	1.623216042	0.001725568
Cpl-7	59	4.65E-06	4	7.596406523	0.00176351
UDPG_MGDP_dh_N	59	4.65E-06	4	7.596406523	0.00176351
NYN	3222	0.000253787	44	1.530126578	0.001809779
DUF3472	101	7.96E-06	5	5.546881001	0.001896629
DUF768	61	4.80E-06	4	7.347344014	0.001986138
DUF1062	262	2.06E-05	8	3.421282327	0.002041054
Ribosomal_60s	151	1.19E-05	6	4.452198525	0.002050589
DUF1418	526	4.14E-05	12	2.556205237	0.002101383
DUF1359	8	6.30E-07	2	28.01174905	0.002113459
DUF2095	8	6.30E-07	2	28.01174905	0.002113459
LAGLIDADG_1	8	6.30E-07	2	28.01174905	0.002113459
PARP	8	6.30E-07	2	28.01174905	0.002113459
CoatB	104	8.19E-06	5	5.386874818	0.002143583
DUF1912	104	8.19E-06	5	5.386874818	0.002143583
YliH	460	3.62E-05	11	2.679384692	0.002214333
DUF3037	461	3.63E-05	11	2.673572578	0.002248217
Replicase	30	2.36E-06	3	11.20469962	0.00226566
SulA	757	5.96E-05	15	2.220217891	0.002394971
AlcB	992	7.81E-05	18	2.033110818	0.002409811
YHS	684	5.39E-05	14	2.293359572	0.002465684
DUF1610	108	8.51E-06	5	5.187360936	0.002506751
Tyrosinase	272	2.14E-05	8	3.295499889	0.002528147
DUF2483	9	7.09E-07	2	24.89933249	0.002693053
Elong-fact-P_C	9	7.09E-07	2	24.89933249	0.002693053
EIIBC-GUT_C	692	5.45E-05	14	2.266846744	0.002705011
DUF3293	216	1.70E-05	7	3.631152655	0.002732332
DUF3559	67	5.28E-06	4	6.689372908	0.002764399
Gram_pos_anchor	927	7.30E-05	17	2.054799283	0.002768695
DUF2592	623	4.91E-05	13	2.338059311	0.002897758
SAP	68	5.36E-06	4	6.590999777	0.002910961
DUF638	700	5.51E-05	14	2.240939924	0.002961914
DUF982	481	3.79E-05	11	2.562405319	0.003013336
DUF1654	165	1.30E-05	6	4.074436226	0.003105726
YbjM	556	4.38E-05	12	2.418280494	0.003146022
FUSC-like	941	7.41E-05	17	2.024228412	0.003157905
DUF1956	1104	8.70E-05	19	1.928345044	0.00316664
UPF0125	1527	0.000120277	24	1.761052986	0.003184023
Autoind_synth	942	7.42E-05	17	2.02207955	0.003187243
Apc5	284	2.24E-05	8	3.156253414	0.003221091
EcoRII-C	116	9.14E-06	5	4.829611906	0.00335727
Peptidase_C14	2249	0.000177146	32	1.594265842	0.003424246
HA	117	9.22E-06	5	4.788333172	0.003475848
DUF3764	35	2.76E-06	3	9.604028247	0.003492302
cIII	35	2.76E-06	3	9.604028247	0.003492302
lci	35	2.76E-06	3	9.604028247	0.003492302
DUF3692	118	9.29E-06	5	4.747754077	0.003597254
DUF3307	425	3.35E-05	10	2.636399911	0.003698076
RE_HaeIII	36	2.84E-06	3	9.337249684	0.003775784
HpaB	961	7.57E-05	17	1.98210087	0.00378558
Cas_Cas1	2361	0.000185968	33	1.566095246	0.003816357
Cas_Cas4	1127	8.88E-05	19	1.888991063	0.003824615
DUF2057	885	6.97E-05	16	2.025708406	0.00395705
HP_OMP	295	2.32E-05	8	3.038562609	0.003970377
HCBP_related	297	2.34E-05	8	3.018100908	0.004119108
CW_binding_1	654	5.15E-05	13	2.22723387	0.004150994
EF1_GNE	123	9.69E-06	5	4.554755944	0.004247709
RNA_pol_N	123	9.69E-06	5	4.554755944	0.004247709
DUF1942	177	1.39E-05	6	3.798203261	0.004276768
Methyltransf_PK	38	2.99E-06	3	8.845815491	0.004381863
DUF1831	178	1.40E-05	6	3.776865041	0.004386459
DUF2593	585	4.61E-05	12	2.298399922	0.004491831
DUF86	1582	0.000124609	24	1.699828008	0.00457545
Peptidase_M15_2	1761	0.000138708	26	1.654299774	0.004612849
CobT_C	78	6.14E-06	4	5.745999806	0.004661469
CopK	39	3.07E-06	3	8.618999709	0.004704653
DNA_pol3_beta_3	12	9.45E-07	2	18.67449937	0.00480625
End_tail_spike	12	9.45E-07	2	18.67449937	0.00480625
Phage_Gp14	12	9.45E-07	2	18.67449937	0.00480625
SpvB	307	2.42E-05	8	2.919791432	0.004923598
ERCC4	40	3.15E-06	3	8.403524716	0.00504072
Lact-deh-memb	40	3.15E-06	3	8.403524716	0.00504072
DZR	1516	0.00011941	23	1.699921447	0.005266997
Transposase_30	312	2.46E-05	8	2.872999903	0.005365268
DUF3875	41	3.23E-06	3	8.198560699	0.005390134
OST_LOTUS	41	3.23E-06	3	8.198560699	0.005390134
EII-GUT	758	5.97E-05	14	2.069469587	0.005421765
UPF0236	604	4.76E-05	12	2.226099263	0.0055794
AIP3	13	1.02E-06	2	17.23799942	0.00562942
Alpha-amylase_N	13	1.02E-06	2	17.23799942	0.00562942
DUF2481	13	1.02E-06	2	17.23799942	0.00562942
Microcin	13	1.02E-06	2	17.23799942	0.00562942
PFL	134	1.06E-05	5	4.180858068	0.005946963
DUF3327	851	6.70E-05	15	1.974976432	0.006061586
Chrome_Resist	612	4.82E-05	12	2.196999926	0.006090377
RecU	320	2.52E-05	8	2.801174905	0.006129129
SoxE	85	6.70E-06	4	5.272799822	0.006214407
AMNp_N	1283	0.000101058	20	1.746640627	0.00643117
Cas_Cmr5	86	6.77E-06	4	5.211488196	0.006459383
DUF3223	86	6.77E-06	4	5.211488196	0.006459383
PXPV	137	1.08E-05	5	4.089306431	0.006477689
DUF1381	14	1.10E-06	2	16.00671374	0.006509043
